mc	mn	playthrough	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
17	17	73	-1	3/4	3/4	0							18
18	18	74	-1	3/4	3/4	0							19
19	19	75	-1	3/4	3/4	0							20
20	20	76	-1	3/4	3/4	0							21
21	21	77	-1	3/4	3/4	0							22
22	22	78	-1	3/4	3/4	0							23
23	23	79	-1	3/4	3/4	0							24
24	24	80	-1	3/4	3/4	0							25
25	25	81	-1	3/4	3/4	0							26
26	26	82	-1	3/4	3/4	0							27
27	27	83	-1	3/4	3/4	0							28
28	28	84	-1	3/4	3/4	0							29
29	29	85	-1	3/4	3/4	0							30
30	30	86	-1	3/4	3/4	0							31
31	31	87	-1	3/4	3/4	0							32
32	32	88	-1	3/4	3/4	0							33
33	33	89	-1	3/4	3/4	0							34
34	34	90	-1	3/4	3/4	0							35
35	35	91	-1	3/4	3/4	0							36
36	36	92	-1	3/4	3/4	0							37
37	37	93	-1	3/4	3/4	0							38
38	38	94	-1	3/4	3/4	0							39
39	39	95	-1	3/4	3/4	0							40
40	40	96	-1	3/4	3/4	0							41
41	41	97	-1	3/4	3/4	0							42
42	42	98	-1	3/4	3/4	0							43
43	43	99	-1	3/4	3/4	0							44
44	44	100	-1	3/4	3/4	0							45
45	45	101	-1	3/4	3/4	0							46
46	46	102	-1	3/4	3/4	0							47
47	47	103	-1	3/4	3/4	0							48
48	48	104	-1	3/4	3/4	0							49
49	49	105	-1	3/4	3/4	0							50
50	50	106	-1	3/4	3/4	0							51
51	51	107	-1	3/4	3/4	0							52
52	52	108	-1	3/4	3/4	0							53
53	53	109	-1	3/4	3/4	0							54
54	54	110	-1	3/4	3/4	0							55
55	55	111	-1	3/4	3/4	0							56
56	56	112	-1	3/4	3/4	0						end	1, 57
57	57	113	-1	3/4	3/4	0						start	58
58	58	114	-1	3/4	3/4	0							59
59	59	115	-1	3/4	3/4	0							60
60	60	116	-1	3/4	3/4	0							61
61	61	117	-1	3/4	3/4	0							62
62	62	118	-1	3/4	3/4	0							63
63	63	119	-1	3/4	3/4	0							64
64	64	120	-1	3/4	3/4	0							65
65	65	121	-1	3/4	3/4	0							66
66	66	122	-1	3/4	3/4	0							67
67	67	123	-1	3/4	3/4	0							68
68	68	124	-1	3/4	3/4	0							69
69	69	125	-1	3/4	3/4	0							70
70	70	126	-1	3/4	3/4	0							71
71	71	127	-1	3/4	3/4	0							72
72	72	128	-1	3/4	3/4	0							73
73	73	129	-1	3/4	3/4	0							74
74	74	130	-1	3/4	3/4	0							75
75	75	131	-1	3/4	3/4	0							76
76	76	132	-1	3/4	3/4	0							77
77	77	133	-1	3/4	3/4	0							78
78	78	134	-1	3/4	3/4	0							79
79	79	135	-1	3/4	3/4	0							80
80	80	136	-1	3/4	3/4	0							81
81	81	137	-1	3/4	3/4	0							82
82	82	138	-1	3/4	3/4	0							83
83	83	139	-1	3/4	3/4	0							84
84	84	140	-1	3/4	3/4	0							85
85	85	141	-1	3/4	3/4	0							86
86	86	142	-1	3/4	3/4	0							87
87	87	143	-1	3/4	3/4	0							88
88	88	144	-1	3/4	3/4	0							89
89	89	145	-1	3/4	3/4	0							90
90	90	146	-1	3/4	3/4	0							91
91	91	147	-1	3/4	3/4	0							92
92	92	148	-1	3/4	3/4	0							93
93	93	149	-1	3/4	3/4	0							94
94	94	150	-1	3/4	3/4	0							95
95	95	151	-1	3/4	3/4	0							96
96	96	152	-1	3/4	3/4	0							97
97	97	153	-1	3/4	3/4	0							98
98	98	154	-1	3/4	3/4	0							99
99	99	155	-1	3/4	3/4	0							100
100	100	156	-1	3/4	3/4	0							101
101	101	157	-1	3/4	3/4	0							102
102	102	158	-1	3/4	3/4	0							103
103	103	159	-1	3/4	3/4	0							104
104	104	160	-1	3/4	3/4	0							105
105	105	161	-1	3/4	3/4	0							106
106	106	162	-1	3/4	3/4	0							107
107	107	163	-1	3/4	3/4	0							108
108	108	164	-1	3/4	3/4	0							109
109	109	165	-1	3/4	3/4	0							110
110	110	166	-1	3/4	3/4	0							111
111	111	167	-1	3/4	3/4	0							112
112	112	168	-1	3/4	3/4	0							113
113	113	169	-1	3/4	3/4	0							114
114	114	170	-1	3/4	3/4	0							115
115	115	171	-1	3/4	3/4	0							116
116	116	172	-1	3/4	3/4	0							117
117	117	173	-1	3/4	3/4	0							118
118	118	174	-1	3/4	3/4	0							119
119	119	175	-1	3/4	3/4	0							120
120	120	176	-1	3/4	3/4	0							121
121	121	177	-1	3/4	3/4	0							122
122	122	178	-1	3/4	3/4	0							123
123	123	179	-1	3/4	3/4	0							124
124	124	180	-1	3/4	3/4	0							125
125	125	181	-1	3/4	3/4	0							126
126	126	182	-1	3/4	3/4	0							127
127	127	183	-1	3/4	3/4	0							128
128	128	184	-1	3/4	3/4	0							129
129	129	185	-1	3/4	3/4	0							130
130	130	186	-1	3/4	3/4	0							131
131	131	187	-1	3/4	3/4	0							132
132	132	188	-1	3/4	3/4	0							133
133	133	189	-1	3/4	3/4	0							134
134	134	190	-1	3/4	3/4	0							135
135	135	191	-1	3/4	3/4	0							136
136	136	192	-1	3/4	3/4	0							137
137	137	193	-1	3/4	3/4	0							138
138	138	194	-1	3/4	3/4	0							139
139	139	195	-1	3/4	3/4	0							140
140	140	196	-1	3/4	3/4	0							141
141	141	197	-1	3/4	3/4	0							142
142	142	198	-1	3/4	3/4	0							143
143	143	199	-1	3/4	3/4	0							144
144	144	200	-1	3/4	3/4	0						end	57, -1
57	57	201	-1	3/4	3/4	0						start	58
58	58	202	-1	3/4	3/4	0							59
59	59	203	-1	3/4	3/4	0							60
60	60	204	-1	3/4	3/4	0							61
61	61	205	-1	3/4	3/4	0							62
62	62	206	-1	3/4	3/4	0							63
63	63	207	-1	3/4	3/4	0							64
64	64	208	-1	3/4	3/4	0							65
65	65	209	-1	3/4	3/4	0							66
66	66	210	-1	3/4	3/4	0							67
67	67	211	-1	3/4	3/4	0							68
68	68	212	-1	3/4	3/4	0							69
69	69	213	-1	3/4	3/4	0							70
70	70	214	-1	3/4	3/4	0							71
71	71	215	-1	3/4	3/4	0							72
72	72	216	-1	3/4	3/4	0							73
73	73	217	-1	3/4	3/4	0							74
74	74	218	-1	3/4	3/4	0							75
75	75	219	-1	3/4	3/4	0							76
76	76	220	-1	3/4	3/4	0							77
77	77	221	-1	3/4	3/4	0							78
78	78	222	-1	3/4	3/4	0							79
79	79	223	-1	3/4	3/4	0							80
80	80	224	-1	3/4	3/4	0							81
81	81	225	-1	3/4	3/4	0							82
82	82	226	-1	3/4	3/4	0							83
83	83	227	-1	3/4	3/4	0							84
84	84	228	-1	3/4	3/4	0							85
85	85	229	-1	3/4	3/4	0							86
86	86	230	-1	3/4	3/4	0							87
87	87	231	-1	3/4	3/4	0							88
88	88	232	-1	3/4	3/4	0							89
89	89	233	-1	3/4	3/4	0							90
90	90	234	-1	3/4	3/4	0							91
91	91	235	-1	3/4	3/4	0							92
92	92	236	-1	3/4	3/4	0							93
93	93	237	-1	3/4	3/4	0							94
94	94	238	-1	3/4	3/4	0							95
95	95	239	-1	3/4	3/4	0							96
96	96	240	-1	3/4	3/4	0							97
97	97	241	-1	3/4	3/4	0							98
98	98	242	-1	3/4	3/4	0							99
99	99	243	-1	3/4	3/4	0							100
100	100	244	-1	3/4	3/4	0							101
101	101	245	-1	3/4	3/4	0							102
102	102	246	-1	3/4	3/4	0							103
103	103	247	-1	3/4	3/4	0							104
104	104	248	-1	3/4	3/4	0							105
105	105	249	-1	3/4	3/4	0							106
106	106	250	-1	3/4	3/4	0							107
107	107	251	-1	3/4	3/4	0							108
108	108	252	-1	3/4	3/4	0							109
109	109	253	-1	3/4	3/4	0							110
110	110	254	-1	3/4	3/4	0							111
111	111	255	-1	3/4	3/4	0							112
112	112	256	-1	3/4	3/4	0							113
113	113	257	-1	3/4	3/4	0							114
114	114	258	-1	3/4	3/4	0							115
115	115	259	-1	3/4	3/4	0							116
116	116	260	-1	3/4	3/4	0							117
117	117	261	-1	3/4	3/4	0							118
118	118	262	-1	3/4	3/4	0							119
119	119	263	-1	3/4	3/4	0							120
120	120	264	-1	3/4	3/4	0							121
121	121	265	-1	3/4	3/4	0							122
122	122	266	-1	3/4	3/4	0							123
123	123	267	-1	3/4	3/4	0							124
124	124	268	-1	3/4	3/4	0							125
125	125	269	-1	3/4	3/4	0							126
126	126	270	-1	3/4	3/4	0							127
127	127	271	-1	3/4	3/4	0							128
128	128	272	-1	3/4	3/4	0							129
129	129	273	-1	3/4	3/4	0							130
130	130	274	-1	3/4	3/4	0							131
131	131	275	-1	3/4	3/4	0							132
132	132	276	-1	3/4	3/4	0							133
133	133	277	-1	3/4	3/4	0							134
134	134	278	-1	3/4	3/4	0							135
135	135	279	-1	3/4	3/4	0							136
136	136	280	-1	3/4	3/4	0							137
137	137	281	-1	3/4	3/4	0							138
138	138	282	-1	3/4	3/4	0							139
139	139	283	-1	3/4	3/4	0							140
140	140	284	-1	3/4	3/4	0							141
141	141	285	-1	3/4	3/4	0							142
142	142	286	-1	3/4	3/4	0							143
143	143	287	-1	3/4	3/4	0							144
144	144	288	-1	3/4	3/4	0						end	57, -1
