mc	mn	playthrough	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
43	43	82	2	4/4	1	0							44
44	44	83	2	4/4	1	0							45
45	45	84	2	4/4	1	0							46
46	46	85	2	4/4	1	0							47
47	47	86	2	4/4	1	0							48
48	48	87	2	4/4	1	0							49
49	49	88	2	4/4	1	0							50
50	50	89	2	4/4	1	0							51
51	51	90	2	4/4	1	0							52
52	52	91	2	4/4	1	0							53
53	53	92	2	4/4	1	0							54
54	54	93	2	4/4	1	0							55
55	55	94	2	4/4	1	0							56
56	56	95	2	4/4	1	0							57
57	57	96	2	4/4	1	0							58
58	58	97	2	4/4	1	0							59
59	59	98	2	4/4	1	0							60
60	60	99	2	4/4	1	0							61
61	61	100	2	4/4	1	0							62
62	62	101	2	4/4	1	0							63
63	63	102	2	4/4	1	0							64
64	64	103	2	4/4	1	0							65
65	65	104	2	4/4	1	0							66
66	66	105	2	4/4	1	0							67
67	67	106	2	4/4	1	0							68
68	68	107	2	4/4	1	0							69
69	69	108	2	4/4	1	0							70
70	70	109	2	4/4	1	0							71
71	71	110	2	4/4	1	0							72
72	72	111	2	4/4	1	0							73
73	73	112	2	4/4	1	0							74
74	74	113	2	4/4	1	0							75
75	75	114	2	4/4	1	0							76
76	76	115	2	4/4	1	0							77
77	77	116	2	4/4	1	0							78
78	78	117	2	4/4	1	0							79
79	79	118	2	4/4	1	0							80
80	80	119	2	4/4	1	0							81
81	81	120	2	4/4	1	0							82
82	82	121	2	4/4	1	0							83
83	83	122	2	4/4	1	0							84
84	84	123	2	4/4	1	0							85
85	85	124	2	4/4	1	0							86
86	86	125	2	4/4	1	0							87
87	87	126	2	4/4	1	0							88
88	88	127	2	4/4	1	0							89
89	89	128	2	4/4	1	0							90
90	90	129	2	4/4	1	0							91
91	91	130	2	4/4	1	0							92
92	92	131	2	4/4	1	0							93
93	93	132	2	4/4	1	0							94
94	94	133	2	4/4	1	0							95
95	95	134	2	4/4	1	0							96
96	96	135	2	4/4	1	0							97
97	97	136	2	4/4	1	0							98
98	98	137	2	4/4	1	0							99
99	99	138	2	4/4	1	0							100
100	100	139	2	4/4	1	0							101
101	101	140	2	4/4	1	0							102
102	102	141	2	4/4	1	0							103
103	103	142	2	4/4	1	0							104
104	104	143	2	4/4	1	0							105
105	105	144	2	4/4	1	0							106
106	106	145	2	4/4	1	0							107
107	107	146	2	4/4	1	0							108
108	108	147	2	4/4	1	0							109
109	109	148	2	4/4	1	0							110
110	110	149	2	4/4	1	0							111
111	111	150	2	4/4	1	0							112
112	112	151	2	4/4	1	0				end-repeat		end	40, -1
40	40	152	2	4/4	1	0				start-repeat		start	41
41	41	153	2	4/4	1	0							42
42	42	154	2	4/4	1	0							43
43	43	155	2	4/4	1	0							44
44	44	156	2	4/4	1	0							45
45	45	157	2	4/4	1	0							46
46	46	158	2	4/4	1	0							47
47	47	159	2	4/4	1	0							48
48	48	160	2	4/4	1	0							49
49	49	161	2	4/4	1	0							50
50	50	162	2	4/4	1	0							51
51	51	163	2	4/4	1	0							52
52	52	164	2	4/4	1	0							53
53	53	165	2	4/4	1	0							54
54	54	166	2	4/4	1	0							55
55	55	167	2	4/4	1	0							56
56	56	168	2	4/4	1	0							57
57	57	169	2	4/4	1	0							58
58	58	170	2	4/4	1	0							59
59	59	171	2	4/4	1	0							60
60	60	172	2	4/4	1	0							61
61	61	173	2	4/4	1	0							62
62	62	174	2	4/4	1	0							63
63	63	175	2	4/4	1	0							64
64	64	176	2	4/4	1	0							65
65	65	177	2	4/4	1	0							66
66	66	178	2	4/4	1	0							67
67	67	179	2	4/4	1	0							68
68	68	180	2	4/4	1	0							69
69	69	181	2	4/4	1	0							70
70	70	182	2	4/4	1	0							71
71	71	183	2	4/4	1	0							72
72	72	184	2	4/4	1	0							73
73	73	185	2	4/4	1	0							74
74	74	186	2	4/4	1	0							75
75	75	187	2	4/4	1	0							76
76	76	188	2	4/4	1	0							77
77	77	189	2	4/4	1	0							78
78	78	190	2	4/4	1	0							79
79	79	191	2	4/4	1	0							80
80	80	192	2	4/4	1	0							81
81	81	193	2	4/4	1	0							82
82	82	194	2	4/4	1	0							83
83	83	195	2	4/4	1	0							84
84	84	196	2	4/4	1	0							85
85	85	197	2	4/4	1	0							86
86	86	198	2	4/4	1	0							87
87	87	199	2	4/4	1	0							88
88	88	200	2	4/4	1	0							89
89	89	201	2	4/4	1	0							90
90	90	202	2	4/4	1	0							91
91	91	203	2	4/4	1	0							92
92	92	204	2	4/4	1	0							93
93	93	205	2	4/4	1	0							94
94	94	206	2	4/4	1	0							95
95	95	207	2	4/4	1	0							96
96	96	208	2	4/4	1	0							97
97	97	209	2	4/4	1	0							98
98	98	210	2	4/4	1	0							99
99	99	211	2	4/4	1	0							100
100	100	212	2	4/4	1	0							101
101	101	213	2	4/4	1	0							102
102	102	214	2	4/4	1	0							103
103	103	215	2	4/4	1	0							104
104	104	216	2	4/4	1	0							105
105	105	217	2	4/4	1	0							106
106	106	218	2	4/4	1	0							107
107	107	219	2	4/4	1	0							108
108	108	220	2	4/4	1	0							109
109	109	221	2	4/4	1	0							110
110	110	222	2	4/4	1	0							111
111	111	223	2	4/4	1	0							112
112	112	224	2	4/4	1	0				end-repeat		end	40, -1
