mc	mn	playthrough	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
29	29	60	-3	3/4	3/4	0							30
30	30	61	-3	3/4	3/4	0							31
31	31	62	-3	3/4	3/4	0						end	1, 32
32	32	63	-3	3/4	3/4	0						start	33
33	33	64	-3	3/4	3/4	0							34
34	34	65	-3	3/4	3/4	0							35
35	35	66	-3	3/4	3/4	0							36
36	36	67	-3	3/4	3/4	0							37
37	37	68	-3	3/4	3/4	0							38
38	38	69	-3	3/4	3/4	0							39
39	39	70	-3	3/4	3/4	0							40
40	40	71	-3	3/4	3/4	0							41
41	41	72	-3	3/4	3/4	0							42
42	42	73	-3	3/4	3/4	0							43
43	43	74	-3	3/4	3/4	0							44
44	44	75	-3	3/4	3/4	0							45
45	45	76	-3	3/4	3/4	0							46
46	46	77	-3	3/4	3/4	0							47
47	47	78	-3	3/4	3/4	0							48
48	48	79	-3	3/4	3/4	0							49
49	49	80	-3	3/4	3/4	0							50
50	50	81	-3	3/4	3/4	0							51
51	51	82	-3	3/4	3/4	0							52
52	52	83	-3	3/4	3/4	0							53
53	53	84	-3	3/4	3/4	0							54
54	54	85	-3	3/4	3/4	0							55
55	55	86	-3	3/4	3/4	0							56
56	56	87	-3	3/4	3/4	0							57
57	57	88	-3	3/4	3/4	0							58
58	58	89	-3	3/4	3/4	0							59
59	59	90	-3	3/4	3/4	0							60
60	60	91	-3	3/4	3/4	0							61
61	61	92	-3	3/4	3/4	0							62
62	62	93	-3	3/4	3/4	0							63
63	63	94	-3	3/4	3/4	0							64
64	64	95	-3	3/4	3/4	0							65
65	65	96	-3	3/4	3/4	0							66
66	66	97	-3	3/4	3/4	0							67
67	67	98	-3	3/4	3/4	0							68
68	68	99	-3	3/4	3/4	0							69
69	69	100	-3	3/4	3/4	0							70
70	70	101	-3	3/4	3/4	0							71
71	71	102	-3	3/4	3/4	0							72
72	72	103	-3	3/4	3/4	0							73
73	73	104	-3	3/4	3/4	0							74
74	74	105	-3	3/4	3/4	0							75
75	75	106	-3	3/4	3/4	0							76
76	76	107	-3	3/4	3/4	0							77
77	77	108	-3	3/4	3/4	0							78
78	78	109	-3	3/4	3/4	0							79
79	79	110	-3	3/4	3/4	0							80
80	80	111	-3	3/4	3/4	0							81, 82
81	81	112	-3	3/4	3/4	0	1					end	32
32	32	113	-3	3/4	3/4	0						start	33
33	33	114	-3	3/4	3/4	0							34
34	34	115	-3	3/4	3/4	0							35
35	35	116	-3	3/4	3/4	0							36
36	36	117	-3	3/4	3/4	0							37
37	37	118	-3	3/4	3/4	0							38
38	38	119	-3	3/4	3/4	0							39
39	39	120	-3	3/4	3/4	0							40
40	40	121	-3	3/4	3/4	0							41
41	41	122	-3	3/4	3/4	0							42
42	42	123	-3	3/4	3/4	0							43
43	43	124	-3	3/4	3/4	0							44
44	44	125	-3	3/4	3/4	0							45
45	45	126	-3	3/4	3/4	0							46
46	46	127	-3	3/4	3/4	0							47
47	47	128	-3	3/4	3/4	0							48
48	48	129	-3	3/4	3/4	0							49
49	49	130	-3	3/4	3/4	0							50
50	50	131	-3	3/4	3/4	0							51
51	51	132	-3	3/4	3/4	0							52
52	52	133	-3	3/4	3/4	0							53
53	53	134	-3	3/4	3/4	0							54
54	54	135	-3	3/4	3/4	0							55
55	55	136	-3	3/4	3/4	0							56
56	56	137	-3	3/4	3/4	0							57
57	57	138	-3	3/4	3/4	0							58
58	58	139	-3	3/4	3/4	0							59
59	59	140	-3	3/4	3/4	0							60
60	60	141	-3	3/4	3/4	0							61
61	61	142	-3	3/4	3/4	0							62
62	62	143	-3	3/4	3/4	0							63
63	63	144	-3	3/4	3/4	0							64
64	64	145	-3	3/4	3/4	0							65
65	65	146	-3	3/4	3/4	0							66
66	66	147	-3	3/4	3/4	0							67
67	67	148	-3	3/4	3/4	0							68
68	68	149	-3	3/4	3/4	0							69
69	69	150	-3	3/4	3/4	0							70
70	70	151	-3	3/4	3/4	0							71
71	71	152	-3	3/4	3/4	0							72
72	72	153	-3	3/4	3/4	0							73
73	73	154	-3	3/4	3/4	0							74
74	74	155	-3	3/4	3/4	0							75
75	75	156	-3	3/4	3/4	0							76
76	76	157	-3	3/4	3/4	0							77
77	77	158	-3	3/4	3/4	0							78
78	78	159	-3	3/4	3/4	0							79
79	79	160	-3	3/4	3/4	0							80
80	80	161	-3	3/4	3/4	0							81, 82
82	81	161	-3	3/4	3/4	0	2		1				83
83	82	162	-3	3/4	3/4	0				end		lastMeasure	-1
