mc	mn	playthrough	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	1	-4	6/8	3/4	0						firstMeasure	2
2	2	2	-4	6/8	3/4	0							3
3	3	3	-4	6/8	3/4	0							4
4	4	4	-4	6/8	3/4	0							5
5	5	5	-4	6/8	3/4	0							6
6	6	6	-4	6/8	3/4	0							7
7	7	7	-4	6/8	3/4	0							8
8	8	8	-4	6/8	3/4	0							9
9	9	9	-4	6/8	3/4	0							10
10	10	10	-4	6/8	3/4	0							11
11	11	11	-4	6/8	3/4	0							12
12	12	12	-4	6/8	3/4	0							13
13	13	13	-4	6/8	3/4	0							14
14	14	14	-4	6/8	3/4	0							15
15	15	15	-4	6/8	3/4	0							16
16	16	16	-4	6/8	3/4	0							17
17	17	17	-4	6/8	3/4	0							18
18	18	18	-4	6/8	3/4	0							19
19	19	19	-4	6/8	3/4	0							20
20	20	20	-4	6/8	3/4	0							21
21	21	21	-4	6/8	3/4	0							22
22	22	22	-4	6/8	3/4	0							23
23	23	23	-4	6/8	3/4	0							24
24	24	24	-4	6/8	3/4	0						end	1, 25
1	1	25	-4	6/8	3/4	0						firstMeasure	2
2	2	26	-4	6/8	3/4	0							3
3	3	27	-4	6/8	3/4	0							4
4	4	28	-4	6/8	3/4	0							5
5	5	29	-4	6/8	3/4	0							6
6	6	30	-4	6/8	3/4	0							7
7	7	31	-4	6/8	3/4	0							8
8	8	32	-4	6/8	3/4	0							9
9	9	33	-4	6/8	3/4	0							10
10	10	34	-4	6/8	3/4	0							11
11	11	35	-4	6/8	3/4	0							12
12	12	36	-4	6/8	3/4	0							13
13	13	37	-4	6/8	3/4	0							14
14	14	38	-4	6/8	3/4	0							15
15	15	39	-4	6/8	3/4	0							16
16	16	40	-4	6/8	3/4	0							17
17	17	41	-4	6/8	3/4	0							18
18	18	42	-4	6/8	3/4	0							19
19	19	43	-4	6/8	3/4	0							20
20	20	44	-4	6/8	3/4	0							21
21	21	45	-4	6/8	3/4	0							22
22	22	46	-4	6/8	3/4	0							23
23	23	47	-4	6/8	3/4	0							24
24	24	48	-4	6/8	3/4	0						end	1, 25
25	25	49	-4	6/8	3/4	0						start	26
26	26	50	-4	6/8	3/4	0							27
27	27	51	-4	6/8	3/4	0							28
28	28	52	-4	6/8	3/4	0							29
29	29	53	-4	6/8	3/4	0							30
30	30	54	-4	6/8	3/4	0							31
31	31	55	-4	6/8	3/4	0							32
32	32	56	-4	6/8	3/4	0							33
33	33	57	-4	6/8	3/4	0							34
34	34	58	-4	6/8	3/4	0							35
35	35	59	-4	6/8	3/4	0							36
36	36	60	-4	6/8	3/4	0							37
37	37	61	-4	6/8	3/4	0							38
38	38	62	-4	6/8	3/4	0							39
39	39	63	-4	6/8	3/4	0							40
40	40	64	-4	6/8	3/4	0							41
41	41	65	-4	6/8	3/4	0							42
42	42	66	-4	6/8	3/4	0							43
43	43	67	-4	6/8	3/4	0							44
44	44	68	-4	6/8	3/4	0							45
45	45	69	-4	6/8	3/4	0							46
46	46	70	-4	6/8	3/4	0							47
47	47	71	-4	6/8	3/4	0							48
48	48	72	-4	6/8	3/4	0							49
49	49	73	-4	6/8	3/4	0							50
50	50	74	-4	6/8	3/4	0							51
51	51	75	-4	6/8	3/4	0							52
52	52	76	-4	6/8	3/4	0							53
53	53	77	-4	6/8	3/4	0							54
54	54	78	-4	6/8	3/4	0							55
55	55	79	-4	6/8	3/4	0							56
56	56	80	-4	6/8	3/4	0							57
57	57	81	-4	6/8	3/4	0							58
58	58	82	-4	6/8	3/4	0							59
59	59	83	-4	6/8	3/4	0							60
60	60	84	-4	6/8	3/4	0						end	25, -1
25	25	85	-4	6/8	3/4	0						start	26
26	26	86	-4	6/8	3/4	0							27
27	27	87	-4	6/8	3/4	0							28
28	28	88	-4	6/8	3/4	0							29
29	29	89	-4	6/8	3/4	0							30
30	30	90	-4	6/8	3/4	0							31
31	31	91	-4	6/8	3/4	0							32
32	32	92	-4	6/8	3/4	0							33
33	33	93	-4	6/8	3/4	0							34
34	34	94	-4	6/8	3/4	0							35
35	35	95	-4	6/8	3/4	0							36
36	36	96	-4	6/8	3/4	0							37
37	37	97	-4	6/8	3/4	0							38
38	38	98	-4	6/8	3/4	0							39
39	39	99	-4	6/8	3/4	0							40
40	40	100	-4	6/8	3/4	0							41
41	41	101	-4	6/8	3/4	0							42
42	42	102	-4	6/8	3/4	0							43
43	43	103	-4	6/8	3/4	0							44
44	44	104	-4	6/8	3/4	0							45
45	45	105	-4	6/8	3/4	0							46
46	46	106	-4	6/8	3/4	0							47
47	47	107	-4	6/8	3/4	0							48
48	48	108	-4	6/8	3/4	0							49
49	49	109	-4	6/8	3/4	0							50
50	50	110	-4	6/8	3/4	0							51
51	51	111	-4	6/8	3/4	0							52
52	52	112	-4	6/8	3/4	0							53
53	53	113	-4	6/8	3/4	0							54
54	54	114	-4	6/8	3/4	0							55
55	55	115	-4	6/8	3/4	0							56
56	56	116	-4	6/8	3/4	0							57
57	57	117	-4	6/8	3/4	0							58
58	58	118	-4	6/8	3/4	0							59
59	59	119	-4	6/8	3/4	0							60
60	60	120	-4	6/8	3/4	0						end	25, -1
