mc	mn	playthrough	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
13	12	75	-2	4/4	1	0							14
14	13	76	-2	4/4	1	0							15
15	14	77	-2	4/4	1	0							16
16	15	78	-2	4/4	1	0							17
17	16	79	-2	4/4	1	0							18
18	17	80	-2	4/4	1	0							19
19	18	81	-2	4/4	1	0							20
20	19	82	-2	4/4	1	0							21
21	20	83	-2	4/4	1	0							22
22	21	84	-2	4/4	1	0							23
23	22	85	-2	4/4	1	0							24
24	23	86	-2	4/4	1	0							25
25	24	87	-2	4/4	1	0							26
26	25	88	-2	4/4	1	0							27
27	26	89	-2	4/4	1	0							28
28	27	90	-2	4/4	1	0							29
29	28	91	-2	4/4	1	0							30
30	29	92	-2	4/4	1	0							31
31	30	93	-2	4/4	1	0							32
32	31	94	-2	4/4	1	0							33
33	32	95	-2	4/4	1	0							34
34	33	96	-2	4/4	1	0							35
35	34	97	-2	4/4	1	0							36
36	35	98	-2	4/4	1	0							37
37	36	99	-2	4/4	1	0							38
38	37	100	-2	4/4	1	0							39
39	38	101	-2	4/4	1	0							40
40	39	102	-2	4/4	1	0							41
41	40	103	-2	4/4	1	0							42
42	41	104	-2	4/4	1	0							43
43	42	105	-2	4/4	1	0							44
44	43	106	-2	4/4	1	0							45
45	44	107	-2	4/4	1	0							46
46	45	108	-2	4/4	1	0							47
47	46	109	-2	4/4	1	0							48
48	47	110	-2	4/4	1	0							49
49	48	111	-2	4/4	1	0							50
50	49	112	-2	4/4	1	0							51
51	50	113	-2	4/4	1	0							52
52	51	114	-2	4/4	1	0							53
53	52	115	-2	4/4	1	0							54
54	53	116	-2	4/4	1	0							55
55	54	117	-2	4/4	1	0							56
56	55	118	-2	4/4	1	0							57
57	56	119	-2	4/4	1	0							58
58	57	120	-2	4/4	1	0							59
59	58	121	-2	4/4	1	0							60
60	59	122	-2	4/4	1	0							61
61	60	123	-2	4/4	1	0							62
62	61	124	-2	4/4	1	0							63
63	62	125	-2	4/4	1	0							64
64	63	126	-2	4/4	3/4	0						end	1, 65
65	63	126	-2	4/4	1/4	3/4			1				66
66	64	127	-2	4/4	1	0							67
67	65	128	-2	4/4	1	0							68
68	66	129	-2	4/4	1	0							69
69	67	130	-2	4/4	1	0							70
70	68	131	-2	4/4	1	0							71
71	69	132	-2	4/4	1	0							72
72	70	133	-2	4/4	1	0							73
73	71	134	-2	4/4	1	0							74
74	72	135	-2	4/4	1	0							75
75	73	136	-2	4/4	1	0							76
76	74	137	-2	4/4	1	0							77
77	75	138	-2	4/4	1	0							78
78	76	139	-2	4/4	1	0							79
79	77	140	-2	4/4	1	0							80
80	78	141	-2	4/4	1	0							81
81	79	142	-2	4/4	1	0							82
82	80	143	-2	4/4	1	0							83
83	81	144	-2	4/4	1	0							84
84	82	145	-2	4/4	1	0							85
85	83	146	-2	4/4	1	0							86
86	84	147	-2	4/4	1	0							87
87	85	148	-2	4/4	1	0							88
88	86	149	-2	4/4	1	0							89
89	87	150	-2	4/4	1	0							90
90	88	151	-2	4/4	1	0							91
91	89	152	-2	4/4	1	0							92
92	90	153	-2	4/4	1	0							93
93	91	154	-2	4/4	1	0							94
94	92	155	-2	4/4	1	0							95
95	93	156	-2	4/4	1	0							96
96	94	157	-2	4/4	1	0							97
97	95	158	-2	4/4	1	0							98
98	96	159	-2	4/4	1	0							99
99	97	160	-2	4/4	1	0							100
100	98	161	-2	4/4	1	0							101
101	99	162	-2	4/4	1	0							102
102	100	163	-2	4/4	1	0							103
103	101	164	-2	4/4	1	0							104
104	102	165	-2	4/4	1	0							105
105	103	166	-2	4/4	1	0							106
106	104	167	-2	4/4	1	0							107
107	105	168	-2	4/4	1	0							108
108	106	169	-2	4/4	1	0							109
109	107	170	-2	4/4	1	0							110
110	108	171	-2	4/4	1	0							111
111	109	172	-2	4/4	1	0							112
112	110	173	-2	4/4	1	0							113
113	111	174	-2	4/4	1	0							114
114	112	175	-2	4/4	1	0							115
115	113	176	-2	4/4	1	0							116
116	114	177	-2	4/4	1	0							117
117	115	178	-2	4/4	1	0							118
118	116	179	-2	4/4	1	0							119
119	117	180	-2	4/4	1	0							120
120	118	181	-2	4/4	1	0							121
121	119	182	-2	4/4	1	0							122
122	120	183	-2	4/4	1	0							123
123	121	184	-2	4/4	1	0							124
124	122	185	-2	4/4	1	0							125
125	123	186	-2	4/4	1	0							126
126	124	187	-2	4/4	1	0							127
127	125	188	-2	4/4	1	0							128
128	126	189	-2	4/4	1	0							129
129	127	190	-2	4/4	1	0							130
130	128	191	-2	4/4	1	0							131
131	129	192	-2	4/4	1	0							132
132	130	193	-2	4/4	1	0							133
133	131	194	-2	4/4	1	0							134
134	132	195	-2	4/4	1	0							135
135	133	196	-2	4/4	1	0							136
136	134	197	-2	4/4	1	0							137
137	135	198	-2	4/4	1	0							138
138	136	199	-2	4/4	1	0							139
139	137	200	-2	4/4	1	0							140
140	138	201	-2	4/4	1	0							141
141	139	202	-2	4/4	1	0							142
142	140	203	-2	4/4	1	0							143
143	141	204	-2	4/4	1	0							144
144	142	205	-2	4/4	1	0							145
145	143	206	-2	4/4	1	0							146
146	144	207	-2	4/4	1	0							147
147	145	208	-2	4/4	1	0							148
148	146	209	-2	4/4	1	0							149
149	147	210	-2	4/4	1	0							150
150	148	211	-2	4/4	1	0							151
151	149	212	-2	4/4	1	0							152
152	150	213	-2	4/4	1	0							153
153	151	214	-2	4/4	1	0							154
154	152	215	-2	4/4	1	0							155
155	153	216	-2	4/4	1	0							156
156	154	217	-2	4/4	1	0							157
157	155	218	-2	4/4	1	0							158
158	156	219	-2	4/4	1	0							159
159	157	220	-2	4/4	1	0							160
160	158	221	-2	4/4	1	0							161
161	159	222	-2	4/4	1	0							162
162	160	223	-2	4/4	1	0							163
163	161	224	-2	4/4	1	0							164
164	162	225	-2	4/4	1	0							165
165	163	226	-2	4/4	1	0							166
166	164	227	-2	4/4	1	0							167
167	165	228	-2	4/4	3/4	0				end-repeat		end	65, -1
65	63	228	-2	4/4	1/4	3/4			1				66
66	64	229	-2	4/4	1	0							67
67	65	230	-2	4/4	1	0							68
68	66	231	-2	4/4	1	0							69
69	67	232	-2	4/4	1	0							70
70	68	233	-2	4/4	1	0							71
71	69	234	-2	4/4	1	0							72
72	70	235	-2	4/4	1	0							73
73	71	236	-2	4/4	1	0							74
74	72	237	-2	4/4	1	0							75
75	73	238	-2	4/4	1	0							76
76	74	239	-2	4/4	1	0							77
77	75	240	-2	4/4	1	0							78
78	76	241	-2	4/4	1	0							79
79	77	242	-2	4/4	1	0							80
80	78	243	-2	4/4	1	0							81
81	79	244	-2	4/4	1	0							82
82	80	245	-2	4/4	1	0							83
83	81	246	-2	4/4	1	0							84
84	82	247	-2	4/4	1	0							85
85	83	248	-2	4/4	1	0							86
86	84	249	-2	4/4	1	0							87
87	85	250	-2	4/4	1	0							88
88	86	251	-2	4/4	1	0							89
89	87	252	-2	4/4	1	0							90
90	88	253	-2	4/4	1	0							91
91	89	254	-2	4/4	1	0							92
92	90	255	-2	4/4	1	0							93
93	91	256	-2	4/4	1	0							94
94	92	257	-2	4/4	1	0							95
95	93	258	-2	4/4	1	0							96
96	94	259	-2	4/4	1	0							97
97	95	260	-2	4/4	1	0							98
98	96	261	-2	4/4	1	0							99
99	97	262	-2	4/4	1	0							100
100	98	263	-2	4/4	1	0							101
101	99	264	-2	4/4	1	0							102
102	100	265	-2	4/4	1	0							103
103	101	266	-2	4/4	1	0							104
104	102	267	-2	4/4	1	0							105
105	103	268	-2	4/4	1	0							106
106	104	269	-2	4/4	1	0							107
107	105	270	-2	4/4	1	0							108
108	106	271	-2	4/4	1	0							109
109	107	272	-2	4/4	1	0							110
110	108	273	-2	4/4	1	0							111
111	109	274	-2	4/4	1	0							112
112	110	275	-2	4/4	1	0							113
113	111	276	-2	4/4	1	0							114
114	112	277	-2	4/4	1	0							115
115	113	278	-2	4/4	1	0							116
116	114	279	-2	4/4	1	0							117
117	115	280	-2	4/4	1	0							118
118	116	281	-2	4/4	1	0							119
119	117	282	-2	4/4	1	0							120
120	118	283	-2	4/4	1	0							121
121	119	284	-2	4/4	1	0							122
122	120	285	-2	4/4	1	0							123
123	121	286	-2	4/4	1	0							124
124	122	287	-2	4/4	1	0							125
125	123	288	-2	4/4	1	0							126
126	124	289	-2	4/4	1	0							127
127	125	290	-2	4/4	1	0							128
128	126	291	-2	4/4	1	0							129
129	127	292	-2	4/4	1	0							130
130	128	293	-2	4/4	1	0							131
131	129	294	-2	4/4	1	0							132
132	130	295	-2	4/4	1	0							133
133	131	296	-2	4/4	1	0							134
134	132	297	-2	4/4	1	0							135
135	133	298	-2	4/4	1	0							136
136	134	299	-2	4/4	1	0							137
137	135	300	-2	4/4	1	0							138
138	136	301	-2	4/4	1	0							139
139	137	302	-2	4/4	1	0							140
140	138	303	-2	4/4	1	0							141
141	139	304	-2	4/4	1	0							142
142	140	305	-2	4/4	1	0							143
143	141	306	-2	4/4	1	0							144
144	142	307	-2	4/4	1	0							145
145	143	308	-2	4/4	1	0							146
146	144	309	-2	4/4	1	0							147
147	145	310	-2	4/4	1	0							148
148	146	311	-2	4/4	1	0							149
149	147	312	-2	4/4	1	0							150
150	148	313	-2	4/4	1	0							151
151	149	314	-2	4/4	1	0							152
152	150	315	-2	4/4	1	0							153
153	151	316	-2	4/4	1	0							154
154	152	317	-2	4/4	1	0							155
155	153	318	-2	4/4	1	0							156
156	154	319	-2	4/4	1	0							157
157	155	320	-2	4/4	1	0							158
158	156	321	-2	4/4	1	0							159
159	157	322	-2	4/4	1	0							160
160	158	323	-2	4/4	1	0							161
161	159	324	-2	4/4	1	0							162
162	160	325	-2	4/4	1	0							163
163	161	326	-2	4/4	1	0							164
164	162	327	-2	4/4	1	0							165
165	163	328	-2	4/4	1	0							166
166	164	329	-2	4/4	1	0							167
167	165	330	-2	4/4	3/4	0				end-repeat		end	65, -1
