mc	mn	playthrough	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
185	183	285	-1	2/2	1	0							186
186	184	286	-1	2/2	1	0							187
187	185	287	-1	2/2	1	0							188
188	186	288	-1	2/2	1	0							189
189	187	289	-1	2/2	1	0							190
190	188	290	-1	2/2	1	0							191
191	189	291	-1	2/2	1	0							192
192	190	292	-1	2/2	1	0							193
193	191	293	-1	2/2	1	0							194
194	192	294	-1	2/2	1	0							195
195	193	295	-1	2/2	1	0							196
196	194	296	-1	2/2	1	0							197
197	195	297	-1	2/2	1	0							198
198	196	298	-1	2/2	1	0							199
199	197	299	-1	2/2	1	0							200
200	198	300	-1	2/2	1	0							201
201	199	301	-1	2/2	1	0							202
202	200	302	-1	2/2	1	0							203
203	201	303	-1	2/2	1	0							204
204	202	304	-1	2/2	1	0							205
205	203	305	-1	2/2	1	0							206
206	204	306	-1	2/2	1	0							207
207	205	307	-1	2/2	1	0							208
208	206	308	-1	2/2	1	0							209
209	207	309	-1	2/2	1	0							210
210	208	310	-1	2/2	1	0							211
211	209	311	-1	2/2	1	0							212
212	210	312	-1	2/2	1	0							213
213	211	313	-1	2/2	1	0							214
214	212	314	-1	2/2	1	0							215
215	213	315	-1	2/2	1	0							216
216	214	316	-1	2/2	1	0							217
217	215	317	-1	2/2	1	0							218
218	216	318	-1	2/2	1	0							219
219	217	319	-1	2/2	1	0							220
220	218	320	-1	2/2	1	0							221
221	219	321	-1	2/2	1	0							222
222	220	322	-1	2/2	1	0							223
223	221	323	-1	2/2	1	0							224
224	222	324	-1	2/2	1	0							225
225	223	325	-1	2/2	1	0							226
226	224	326	-1	2/2	1	0							227
227	225	327	-1	2/2	1	0							228
228	226	328	-1	2/2	1	0							229
229	227	329	-1	2/2	1	0							230
230	228	330	-1	2/2	1	0							231
231	229	331	-1	2/2	1	0							232
232	230	332	-1	2/2	1	0							233
233	231	333	-1	2/2	1	0							234
234	232	334	-1	2/2	1	0							235
235	233	335	-1	2/2	1	0							236
236	234	336	-1	2/2	1	0							237
237	235	337	-1	2/2	1	0							238
238	236	338	-1	2/2	1	0							239
239	237	339	-1	2/2	1	0							240
240	238	340	-1	2/2	1	0							241
241	239	341	-1	2/2	3/4	0						end	104, -1
104	102	341	-1	2/2	1/4	3/4			1			start	105
105	103	342	-1	2/2	1	0							106
106	104	343	-1	2/2	1	0							107
107	105	344	-1	2/2	1	0							108
108	106	345	-1	2/2	1	0							109
109	107	346	-1	2/2	1	0							110
110	108	347	-1	2/2	1	0							111
111	109	348	-1	2/2	1	0							112
112	110	349	-1	2/2	1	0							113
113	111	350	-1	2/2	1	0							114
114	112	351	-1	2/2	1	0							115
115	113	352	-1	2/2	1	0							116
116	114	353	-1	2/2	1	0							117
117	115	354	-1	2/2	1	0							118
118	116	355	-1	2/2	1	0							119
119	117	356	-1	2/2	1	0							120
120	118	357	-1	2/2	1	0							121
121	119	358	-1	2/2	1	0							122
122	120	359	-1	2/2	1	0							123
123	121	360	-1	2/2	1	0							124
124	122	361	-1	2/2	1	0							125
125	123	362	-1	2/2	1	0							126
126	124	363	-1	2/2	1	0							127
127	125	364	-1	2/2	1	0							128
128	126	365	-1	2/2	1	0							129
129	127	366	-1	2/2	1	0							130
130	128	367	-1	2/2	1	0							131
131	129	368	-1	2/2	1	0							132
132	130	369	-1	2/2	1	0							133
133	131	370	-1	2/2	1	0							134
134	132	371	-1	2/2	1	0							135
135	133	372	-1	2/2	1	0							136
136	134	373	-1	2/2	1	0							137
137	135	374	-1	2/2	1	0							138
138	136	375	-1	2/2	1	0							139
139	137	376	-1	2/2	1	0							140
140	138	377	-1	2/2	1	0							141
141	139	378	-1	2/2	1	0							142
142	140	379	-1	2/2	1	0							143
143	141	380	-1	2/2	1	0							144
144	142	381	-1	2/2	1	0							145
145	143	382	-1	2/2	1	0							146
146	144	383	-1	2/2	1	0							147
147	145	384	-1	2/2	1	0							148
148	146	385	-1	2/2	1	0							149
149	147	386	-1	2/2	1	0							150
150	148	387	-1	2/2	1	0							151
151	149	388	-1	2/2	1	0							152
152	150	389	-1	2/2	1	0							153
153	151	390	-1	2/2	1	0							154
154	152	391	-1	2/2	1	0							155
155	153	392	-1	2/2	1	0							156
156	154	393	-1	2/2	1	0							157
157	155	394	-1	2/2	1	0							158
158	156	395	-1	2/2	1	0							159
159	157	396	-1	2/2	1	0							160
160	158	397	-1	2/2	1	0							161
161	159	398	-1	2/2	1	0							162
162	160	399	-1	2/2	1	0							163
163	161	400	-1	2/2	1	0							164
164	162	401	-1	2/2	1	0							165
165	163	402	-1	2/2	1	0							166
166	164	403	-1	2/2	1	0							167
167	165	404	-1	2/2	1	0							168
168	166	405	-1	2/2	1	0							169
169	167	406	-1	2/2	1	0							170
170	168	407	-1	2/2	1	0							171
171	169	408	-1	2/2	1	0							172
172	170	409	-1	2/2	1	0							173
173	171	410	-1	2/2	1	0							174
174	172	411	-1	2/2	1	0							175
175	173	412	-1	2/2	1	0							176
176	174	413	-1	2/2	1	0							177
177	175	414	-1	2/2	1	0							178
178	176	415	-1	2/2	1	0							179
179	177	416	-1	2/2	1	0							180
180	178	417	-1	2/2	1	0							181
181	179	418	-1	2/2	1	0							182
182	180	419	-1	2/2	1	0							183
183	181	420	-1	2/2	1	0							184
184	182	421	-1	2/2	1	0							185
185	183	422	-1	2/2	1	0							186
186	184	423	-1	2/2	1	0							187
187	185	424	-1	2/2	1	0							188
188	186	425	-1	2/2	1	0							189
189	187	426	-1	2/2	1	0							190
190	188	427	-1	2/2	1	0							191
191	189	428	-1	2/2	1	0							192
192	190	429	-1	2/2	1	0							193
193	191	430	-1	2/2	1	0							194
194	192	431	-1	2/2	1	0							195
195	193	432	-1	2/2	1	0							196
196	194	433	-1	2/2	1	0							197
197	195	434	-1	2/2	1	0							198
198	196	435	-1	2/2	1	0							199
199	197	436	-1	2/2	1	0							200
200	198	437	-1	2/2	1	0							201
201	199	438	-1	2/2	1	0							202
202	200	439	-1	2/2	1	0							203
203	201	440	-1	2/2	1	0							204
204	202	441	-1	2/2	1	0							205
205	203	442	-1	2/2	1	0							206
206	204	443	-1	2/2	1	0							207
207	205	444	-1	2/2	1	0							208
208	206	445	-1	2/2	1	0							209
209	207	446	-1	2/2	1	0							210
210	208	447	-1	2/2	1	0							211
211	209	448	-1	2/2	1	0							212
212	210	449	-1	2/2	1	0							213
213	211	450	-1	2/2	1	0							214
214	212	451	-1	2/2	1	0							215
215	213	452	-1	2/2	1	0							216
216	214	453	-1	2/2	1	0							217
217	215	454	-1	2/2	1	0							218
218	216	455	-1	2/2	1	0							219
219	217	456	-1	2/2	1	0							220
220	218	457	-1	2/2	1	0							221
221	219	458	-1	2/2	1	0							222
222	220	459	-1	2/2	1	0							223
223	221	460	-1	2/2	1	0							224
224	222	461	-1	2/2	1	0							225
225	223	462	-1	2/2	1	0							226
226	224	463	-1	2/2	1	0							227
227	225	464	-1	2/2	1	0							228
228	226	465	-1	2/2	1	0							229
229	227	466	-1	2/2	1	0							230
230	228	467	-1	2/2	1	0							231
231	229	468	-1	2/2	1	0							232
232	230	469	-1	2/2	1	0							233
233	231	470	-1	2/2	1	0							234
234	232	471	-1	2/2	1	0							235
235	233	472	-1	2/2	1	0							236
236	234	473	-1	2/2	1	0							237
237	235	474	-1	2/2	1	0							238
238	236	475	-1	2/2	1	0							239
239	237	476	-1	2/2	1	0							240
240	238	477	-1	2/2	1	0							241
241	239	478	-1	2/2	3/4	0						end	104, -1
