mc	mn	playthrough	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
89	89	179	3	6/8	3/4	0							90
90	90	180	3	6/8	3/4	0					line	end	81, 91
91	91	181	3	6/8	3/4	0				start-repeat		start	92
92	92	182	3	6/8	3/4	0							93
93	93	183	3	6/8	3/4	0							94
94	94	184	3	6/8	3/4	0							95
95	95	185	3	6/8	3/4	0							96
96	96	186	3	6/8	3/4	0							97
97	97	187	3	6/8	3/4	0							98, 99
98	98	188	3	6/8	3/4	0	1					end	91
91	91	189	3	6/8	3/4	0				start-repeat		start	92
92	92	190	3	6/8	3/4	0							93
93	93	191	3	6/8	3/4	0							94
94	94	192	3	6/8	3/4	0							95
95	95	193	3	6/8	3/4	0							96
96	96	194	3	6/8	3/4	0							97
97	97	195	3	6/8	3/4	0							98, 99
99	98	195	3	6/8	3/4	0	2		1	end	line		100
100	99	196	3	6/8	3/4	0				start-repeat		start	101
101	100	197	3	6/8	3/4	0							102
102	101	198	3	6/8	3/4	0							103
103	102	199	3	6/8	3/4	0							104
104	103	200	3	6/8	3/4	0							105
105	104	201	3	6/8	3/4	0							106
106	105	202	3	6/8	3/4	0							107
107	106	203	3	6/8	3/4	0							108
108	107	204	3	6/8	3/4	0							109, 110
109	108	205	3	6/8	3/4	0	1					end	100
100	99	206	3	6/8	3/4	0				start-repeat		start	101
101	100	207	3	6/8	3/4	0							102
102	101	208	3	6/8	3/4	0							103
103	102	209	3	6/8	3/4	0							104
104	103	210	3	6/8	3/4	0							105
105	104	211	3	6/8	3/4	0							106
106	105	212	3	6/8	3/4	0							107
107	106	213	3	6/8	3/4	0							108
108	107	214	3	6/8	3/4	0							109, 110
110	108	214	3	6/8	3/4	0	2		1	double	line		111
111	109	215	3	4/4	1	0				start-repeat		start	112
112	110	216	3	4/4	1	0							113
113	111	217	3	4/4	1	0							114
114	112	218	3	4/4	1	0							115
115	113	219	3	4/4	1	0							116
116	114	220	3	4/4	1	0							117
117	115	221	3	4/4	1	0							118
118	116	222	3	4/4	1	0					line	end	111, 119
111	109	223	3	4/4	1	0				start-repeat		start	112
112	110	224	3	4/4	1	0							113
113	111	225	3	4/4	1	0							114
114	112	226	3	4/4	1	0							115
115	113	227	3	4/4	1	0							116
116	114	228	3	4/4	1	0							117
117	115	229	3	4/4	1	0							118
118	116	230	3	4/4	1	0					line	end	111, 119
119	117	231	3	4/4	1	0				start-repeat		start	120
120	118	232	3	4/4	1	0							121
121	119	233	3	4/4	1	0							122
122	120	234	3	4/4	1	0							123
123	121	235	3	4/4	1	0							124
124	122	236	3	4/4	1	0							125
125	123	237	3	4/4	1	0							126
126	124	238	3	4/4	1	0							127
127	125	239	3	4/4	1	0							128, 129
128	126	240	3	4/4	1	0	1				line	end	119
119	117	241	3	4/4	1	0				start-repeat		start	120
120	118	242	3	4/4	1	0							121
121	119	243	3	4/4	1	0							122
122	120	244	3	4/4	1	0							123
123	121	245	3	4/4	1	0							124
124	122	246	3	4/4	1	0							125
125	123	247	3	4/4	1	0							126
126	124	248	3	4/4	1	0							127
127	125	249	3	4/4	1	0							128, 129
129	126	249	3	4/4	1	0	2		1				130
130	127	250	3	4/4	1	0							131
131	128	251	3	4/4	1	0							132
132	129	252	3	4/4	1	0							133
133	130	253	3	4/4	1	0							134
134	131	254	3	4/4	1	0							135
135	132	255	3	4/4	1	0							136
136	133	256	3	4/4	1	0							137
137	134	257	3	4/4	1	0				end	section	lastMeasure	-1
