mc	mn	playthrough	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
71	69	125	0	2/4	1/2	0							72
72	70	126	0	2/4	1/2	0					line		73
73	71	127	0	2/4	1/2	0							74
74	72	128	0	2/4	1/2	0							75
75	73	129	0	2/4	1/2	0							76
76	74	130	0	2/4	1/2	0							77
77	75	131	0	2/4	1/2	0							78
78	76	132	0	2/4	1/2	0					line		79
79	77	133	0	2/4	1/2	0							80
80	78	134	0	2/4	1/2	0							81
81	79	135	0	2/4	1/2	0							82
82	80	136	0	2/4	1/2	0							83
83	81	137	0	2/4	1/2	0							84
84	82	138	0	2/4	1/2	0					line		85
85	83	139	0	2/4	1/2	0							86
86	84	140	0	2/4	1/2	0							87
87	85	141	0	2/4	1/2	0							88
88	86	142	0	2/4	1/2	0							89
89	87	143	0	2/4	1/2	0							90
90	88	144	0	2/4	1/2	0					line		91
91	89	145	0	2/4	1/2	0							92
92	90	146	0	2/4	1/2	0							93
93	91	147	0	2/4	1/2	0							94
94	92	148	0	2/4	1/2	0							95
95	93	149	0	2/4	1/2	0							96
96	94	150	0	2/4	1/2	0					line		97
97	95	151	0	2/4	1/2	0							98
98	96	152	0	2/4	1/2	0							99
99	97	153	0	2/4	1/2	0							100
100	98	154	0	2/4	1/2	0							101
101	99	155	0	2/4	1/2	0							102
102	100	156	0	2/4	1/2	0					page		103
103	101	157	0	2/4	1/2	0							104
104	102	158	0	2/4	1/2	0							105
105	103	159	0	2/4	1/2	0							106
106	104	160	0	2/4	1/2	0							107
107	105	161	0	2/4	1/2	0							108
108	106	162	0	2/4	1/2	0					line		109
109	107	163	0	2/4	1/2	0							110
110	108	164	0	2/4	1/2	0							111
111	109	165	0	2/4	1/2	0							112
112	110	166	0	2/4	1/2	0							113
113	111	167	0	2/4	1/2	0							114
114	112	168	0	2/4	1/2	0					line		115
115	113	169	0	2/4	1/2	0							116
116	114	170	0	2/4	1/2	0							117
117	115	171	0	2/4	1/2	0							118
118	116	172	0	2/4	1/2	0							119
119	117	173	0	2/4	1/2	0							120
120	118	174	0	2/4	1/2	0					line		121
121	119	175	0	2/4	1/2	0							122
122	120	176	0	2/4	1/2	0							123
123	121	177	0	2/4	1/2	0							124
124	122	178	0	2/4	1/2	0							125
125	123	179	0	2/4	1/2	0							126
126	124	180	0	2/4	1/2	0					line		127
127	125	181	0	2/4	1/2	0							128
128	126	182	0	2/4	1/2	0							129
129	127	183	0	2/4	1/2	0							130
130	128	184	0	2/4	1/2	0							131
131	129	185	0	2/4	1/2	0							132
132	130	186	0	2/4	1/2	0							133
133	131	187	0	2/4	1/2	0							134
134	132	188	0	2/4	1/2	0							135
135	133	189	0	2/4	1/2	0							136
136	134	190	0	2/4	1/2	0							137
137	135	191	0	2/4	1/2	0							138
138	136	192	0	2/4	1/2	0					page		139
139	137	193	0	2/4	1/2	0							140
140	138	194	0	2/4	1/2	0							141
141	139	195	0	2/4	1/2	0							142
142	140	196	0	2/4	1/2	0							143
143	141	197	0	2/4	1/2	0							144
144	142	198	0	2/4	1/2	0							145
145	143	199	0	2/4	1/2	0							146
146	144	200	0	2/4	1/2	0							147
147	145	201	0	2/4	1/2	0							148
148	146	202	0	2/4	1/2	0							149
149	147	203	0	2/4	1/2	0							150
150	148	204	0	2/4	1/2	0							151
151	149	205	0	2/4	1/2	0							152
152	150	206	0	2/4	1/2	0							153
153	151	207	0	2/4	1/2	0							154
154	152	208	0	2/4	1/2	0							155
155	153	209	0	2/4	1/2	0							156
156	154	210	0	2/4	1/2	0							157
157	155	211	0	2/4	1/2	0							158
158	156	212	0	2/4	1/2	0							159
159	157	213	0	2/4	1/2	0							160
160	158	214	0	2/4	3/8	0						end	58, -1
58	56	214	0	2/4	1/8	3/8			1			start	59
59	57	215	0	2/4	1/2	0							60
60	58	216	0	2/4	1/2	0							61
61	59	217	0	2/4	1/2	0							62
62	60	218	0	2/4	1/2	0							63
63	61	219	0	2/4	1/2	0							64
64	62	220	0	2/4	1/2	0							65
65	63	221	0	2/4	1/2	0							66
66	64	222	0	2/4	1/2	0					page		67
67	65	223	0	2/4	1/2	0							68
68	66	224	0	2/4	1/2	0							69
69	67	225	0	2/4	1/2	0							70
70	68	226	0	2/4	1/2	0							71
71	69	227	0	2/4	1/2	0							72
72	70	228	0	2/4	1/2	0					line		73
73	71	229	0	2/4	1/2	0							74
74	72	230	0	2/4	1/2	0							75
75	73	231	0	2/4	1/2	0							76
76	74	232	0	2/4	1/2	0							77
77	75	233	0	2/4	1/2	0							78
78	76	234	0	2/4	1/2	0					line		79
79	77	235	0	2/4	1/2	0							80
80	78	236	0	2/4	1/2	0							81
81	79	237	0	2/4	1/2	0							82
82	80	238	0	2/4	1/2	0							83
83	81	239	0	2/4	1/2	0							84
84	82	240	0	2/4	1/2	0					line		85
85	83	241	0	2/4	1/2	0							86
86	84	242	0	2/4	1/2	0							87
87	85	243	0	2/4	1/2	0							88
88	86	244	0	2/4	1/2	0							89
89	87	245	0	2/4	1/2	0							90
90	88	246	0	2/4	1/2	0					line		91
91	89	247	0	2/4	1/2	0							92
92	90	248	0	2/4	1/2	0							93
93	91	249	0	2/4	1/2	0							94
94	92	250	0	2/4	1/2	0							95
95	93	251	0	2/4	1/2	0							96
96	94	252	0	2/4	1/2	0					line		97
97	95	253	0	2/4	1/2	0							98
98	96	254	0	2/4	1/2	0							99
99	97	255	0	2/4	1/2	0							100
100	98	256	0	2/4	1/2	0							101
101	99	257	0	2/4	1/2	0							102
102	100	258	0	2/4	1/2	0					page		103
103	101	259	0	2/4	1/2	0							104
104	102	260	0	2/4	1/2	0							105
105	103	261	0	2/4	1/2	0							106
106	104	262	0	2/4	1/2	0							107
107	105	263	0	2/4	1/2	0							108
108	106	264	0	2/4	1/2	0					line		109
109	107	265	0	2/4	1/2	0							110
110	108	266	0	2/4	1/2	0							111
111	109	267	0	2/4	1/2	0							112
112	110	268	0	2/4	1/2	0							113
113	111	269	0	2/4	1/2	0							114
114	112	270	0	2/4	1/2	0					line		115
115	113	271	0	2/4	1/2	0							116
116	114	272	0	2/4	1/2	0							117
117	115	273	0	2/4	1/2	0							118
118	116	274	0	2/4	1/2	0							119
119	117	275	0	2/4	1/2	0							120
120	118	276	0	2/4	1/2	0					line		121
121	119	277	0	2/4	1/2	0							122
122	120	278	0	2/4	1/2	0							123
123	121	279	0	2/4	1/2	0							124
124	122	280	0	2/4	1/2	0							125
125	123	281	0	2/4	1/2	0							126
126	124	282	0	2/4	1/2	0					line		127
127	125	283	0	2/4	1/2	0							128
128	126	284	0	2/4	1/2	0							129
129	127	285	0	2/4	1/2	0							130
130	128	286	0	2/4	1/2	0							131
131	129	287	0	2/4	1/2	0							132
132	130	288	0	2/4	1/2	0							133
133	131	289	0	2/4	1/2	0							134
134	132	290	0	2/4	1/2	0							135
135	133	291	0	2/4	1/2	0							136
136	134	292	0	2/4	1/2	0							137
137	135	293	0	2/4	1/2	0							138
138	136	294	0	2/4	1/2	0					page		139
139	137	295	0	2/4	1/2	0							140
140	138	296	0	2/4	1/2	0							141
141	139	297	0	2/4	1/2	0							142
142	140	298	0	2/4	1/2	0							143
143	141	299	0	2/4	1/2	0							144
144	142	300	0	2/4	1/2	0							145
145	143	301	0	2/4	1/2	0							146
146	144	302	0	2/4	1/2	0							147
147	145	303	0	2/4	1/2	0							148
148	146	304	0	2/4	1/2	0							149
149	147	305	0	2/4	1/2	0							150
150	148	306	0	2/4	1/2	0							151
151	149	307	0	2/4	1/2	0							152
152	150	308	0	2/4	1/2	0							153
153	151	309	0	2/4	1/2	0							154
154	152	310	0	2/4	1/2	0							155
155	153	311	0	2/4	1/2	0							156
156	154	312	0	2/4	1/2	0							157
157	155	313	0	2/4	1/2	0							158
158	156	314	0	2/4	1/2	0							159
159	157	315	0	2/4	1/2	0							160
160	158	316	0	2/4	3/8	0						end	58, -1
