mc	mn	playthrough	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
27	27	85	0	4/4	1	0							28
28	28	86	0	4/4	1	0					line		29
29	29	87	0	4/4	1	0							30
30	30	88	0	4/4	1	0							31
31	31	89	0	4/4	1	0					line		32
32	32	90	0	4/4	1	0							33
33	33	91	0	4/4	1	0							34
34	34	92	0	4/4	1	0							35
35	35	93	0	4/4	1	0					line		36
36	36	94	0	4/4	1	0							37
37	37	95	0	4/4	1	0							38
38	38	96	0	4/4	1	0					line		39
39	39	97	0	4/4	1	0							40
40	40	98	0	4/4	1	0							41
41	41	99	0	4/4	1	0					line		42
42	42	100	0	4/4	1	0							43
43	43	101	0	4/4	1	0							44
44	44	102	0	4/4	1	0					line		45
45	45	103	0	4/4	1	0							46
46	46	104	0	4/4	1	0					line		47
47	47	105	0	4/4	1	0							48
48	48	106	0	4/4	1	0							49
49	49	107	0	4/4	1	0					line		50
50	50	108	0	4/4	1	0							51
51	51	109	0	4/4	1	0							52
52	52	110	0	4/4	1	0					line		53
53	53	111	0	4/4	1	0							54
54	54	112	0	4/4	1	0							55
55	55	113	0	4/4	1	0					line		56
56	56	114	0	4/4	1	0							57
57	57	115	0	4/4	1	0							58
58	58	116	0	4/4	1	0					line	end	1, 59
59	59	117	0	4/4	1	0				start-repeat		start	60
60	60	118	0	4/4	1	0							61
61	61	119	0	4/4	1	0							62
62	62	120	0	4/4	1	0					line		63
63	63	121	0	4/4	1	0							64
64	64	122	0	4/4	1	0							65
65	65	123	0	4/4	1	0					line		66
66	66	124	0	4/4	1	0							67
67	67	125	0	4/4	1	0							68
68	68	126	0	4/4	1	0							69
69	69	127	0	4/4	1	0					line		70
70	70	128	0	4/4	1	0							71
71	71	129	0	4/4	1	0							72
72	72	130	0	4/4	1	0					line		73
73	73	131	0	4/4	1	0							74
74	74	132	0	4/4	1	0							75
75	75	133	0	4/4	1	0					line		76
76	76	134	0	4/4	1	0							77
77	77	135	0	4/4	1	0							78
78	78	136	0	4/4	1	0					line		79
79	79	137	0	4/4	1	0							80
80	80	138	0	4/4	1	0							81
81	81	139	0	4/4	1	0					line		82
82	82	140	0	4/4	1	0							83
83	83	141	0	4/4	1	0							84
84	84	142	0	4/4	1	0					line		85
85	85	143	0	4/4	1	0							86
86	86	144	0	4/4	1	0							87
87	87	145	0	4/4	1	0							88
88	88	146	0	4/4	1	0					line		89
89	89	147	0	4/4	1	0							90
90	90	148	0	4/4	1	0							91
91	91	149	0	4/4	1	0							92
92	92	150	0	4/4	1	0							93
93	93	151	0	4/4	1	0					line		94
94	94	152	0	4/4	1	0							95
95	95	153	0	4/4	1	0							96
96	96	154	0	4/4	1	0							97
97	97	155	0	4/4	1	0					line		98
98	98	156	0	4/4	1	0							99
99	99	157	0	4/4	1	0							100
100	100	158	0	4/4	1	0							101
101	101	159	0	4/4	1	0					line		102
102	102	160	0	4/4	1	0							103
103	103	161	0	4/4	1	0							104
104	104	162	0	4/4	1	0							105
105	105	163	0	4/4	1	0					line		106
106	106	164	0	4/4	1	0							107
107	107	165	0	4/4	1	0							108
108	108	166	0	4/4	1	0					line		109
109	109	167	0	4/4	1	0							110
110	110	168	0	4/4	1	0							111
111	111	169	0	4/4	1	0							112
112	112	170	0	4/4	1	0					line		113
113	113	171	0	4/4	1	0							114
114	114	172	0	4/4	1	0							115
115	115	173	0	4/4	1	0					line		116
116	116	174	0	4/4	1	0							117
117	117	175	0	4/4	1	0							118
118	118	176	0	4/4	1	0					line		119
119	119	177	0	4/4	1	0							120
120	120	178	0	4/4	1	0							121
121	121	179	0	4/4	1	0					line		122
122	122	180	0	4/4	1	0							123
123	123	181	0	4/4	1	0							124
124	124	182	0	4/4	1	0					line		125
125	125	183	0	4/4	1	0							126
126	126	184	0	4/4	1	0							127
127	127	185	0	4/4	1	0							128
128	128	186	0	4/4	1	0					line		129
129	129	187	0	4/4	1	0							130
130	130	188	0	4/4	1	0							131
131	131	189	0	4/4	1	0					line		132
132	132	190	0	4/4	1	0							133
133	133	191	0	4/4	1	0							134
134	134	192	0	4/4	1	0					line		135
135	135	193	0	4/4	1	0							136
136	136	194	0	4/4	1	0							137
137	137	195	0	4/4	1	0					line		138
138	138	196	0	4/4	1	0							139
139	139	197	0	4/4	1	0							140
140	140	198	0	4/4	1	0					line		141
141	141	199	0	4/4	1	0							142
142	142	200	0	4/4	1	0							143
143	143	201	0	4/4	1	0					line		144
144	144	202	0	4/4	1	0							145
145	145	203	0	4/4	1	0							146
146	146	204	0	4/4	1	0					line		147
147	147	205	0	4/4	1	0							148
148	148	206	0	4/4	1	0							149
149	149	207	0	4/4	1	0					line		150
150	150	208	0	4/4	1	0							151
151	151	209	0	4/4	1	0							152
152	152	210	0	4/4	1	0					line		153
153	153	211	0	4/4	1	0							154
154	154	212	0	4/4	1	0							155
155	155	213	0	4/4	1	0				end-repeat	line	end	59, -1
59	59	214	0	4/4	1	0				start-repeat		start	60
60	60	215	0	4/4	1	0							61
61	61	216	0	4/4	1	0							62
62	62	217	0	4/4	1	0					line		63
63	63	218	0	4/4	1	0							64
64	64	219	0	4/4	1	0							65
65	65	220	0	4/4	1	0					line		66
66	66	221	0	4/4	1	0							67
67	67	222	0	4/4	1	0							68
68	68	223	0	4/4	1	0							69
69	69	224	0	4/4	1	0					line		70
70	70	225	0	4/4	1	0							71
71	71	226	0	4/4	1	0							72
72	72	227	0	4/4	1	0					line		73
73	73	228	0	4/4	1	0							74
74	74	229	0	4/4	1	0							75
75	75	230	0	4/4	1	0					line		76
76	76	231	0	4/4	1	0							77
77	77	232	0	4/4	1	0							78
78	78	233	0	4/4	1	0					line		79
79	79	234	0	4/4	1	0							80
80	80	235	0	4/4	1	0							81
81	81	236	0	4/4	1	0					line		82
82	82	237	0	4/4	1	0							83
83	83	238	0	4/4	1	0							84
84	84	239	0	4/4	1	0					line		85
85	85	240	0	4/4	1	0							86
86	86	241	0	4/4	1	0							87
87	87	242	0	4/4	1	0							88
88	88	243	0	4/4	1	0					line		89
89	89	244	0	4/4	1	0							90
90	90	245	0	4/4	1	0							91
91	91	246	0	4/4	1	0							92
92	92	247	0	4/4	1	0							93
93	93	248	0	4/4	1	0					line		94
94	94	249	0	4/4	1	0							95
95	95	250	0	4/4	1	0							96
96	96	251	0	4/4	1	0							97
97	97	252	0	4/4	1	0					line		98
98	98	253	0	4/4	1	0							99
99	99	254	0	4/4	1	0							100
100	100	255	0	4/4	1	0							101
101	101	256	0	4/4	1	0					line		102
102	102	257	0	4/4	1	0							103
103	103	258	0	4/4	1	0							104
104	104	259	0	4/4	1	0							105
105	105	260	0	4/4	1	0					line		106
106	106	261	0	4/4	1	0							107
107	107	262	0	4/4	1	0							108
108	108	263	0	4/4	1	0					line		109
109	109	264	0	4/4	1	0							110
110	110	265	0	4/4	1	0							111
111	111	266	0	4/4	1	0							112
112	112	267	0	4/4	1	0					line		113
113	113	268	0	4/4	1	0							114
114	114	269	0	4/4	1	0							115
115	115	270	0	4/4	1	0					line		116
116	116	271	0	4/4	1	0							117
117	117	272	0	4/4	1	0							118
118	118	273	0	4/4	1	0					line		119
119	119	274	0	4/4	1	0							120
120	120	275	0	4/4	1	0							121
121	121	276	0	4/4	1	0					line		122
122	122	277	0	4/4	1	0							123
123	123	278	0	4/4	1	0							124
124	124	279	0	4/4	1	0					line		125
125	125	280	0	4/4	1	0							126
126	126	281	0	4/4	1	0							127
127	127	282	0	4/4	1	0							128
128	128	283	0	4/4	1	0					line		129
129	129	284	0	4/4	1	0							130
130	130	285	0	4/4	1	0							131
131	131	286	0	4/4	1	0					line		132
132	132	287	0	4/4	1	0							133
133	133	288	0	4/4	1	0							134
134	134	289	0	4/4	1	0					line		135
135	135	290	0	4/4	1	0							136
136	136	291	0	4/4	1	0							137
137	137	292	0	4/4	1	0					line		138
138	138	293	0	4/4	1	0							139
139	139	294	0	4/4	1	0							140
140	140	295	0	4/4	1	0					line		141
141	141	296	0	4/4	1	0							142
142	142	297	0	4/4	1	0							143
143	143	298	0	4/4	1	0					line		144
144	144	299	0	4/4	1	0							145
145	145	300	0	4/4	1	0							146
146	146	301	0	4/4	1	0					line		147
147	147	302	0	4/4	1	0							148
148	148	303	0	4/4	1	0							149
149	149	304	0	4/4	1	0					line		150
150	150	305	0	4/4	1	0							151
151	151	306	0	4/4	1	0							152
152	152	307	0	4/4	1	0					line		153
153	153	308	0	4/4	1	0							154
154	154	309	0	4/4	1	0							155
155	155	310	0	4/4	1	0				end-repeat	line	end	59, -1
