mc	mn	playthrough	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
1	1	1	0	4/4	1	0						firstMeasure	2
2	2	2	0	4/4	1	0							3
3	3	3	0	4/4	1	0							4
4	4	4	0	4/4	1	0							5
5	5	5	0	4/4	1	0							6
6	6	6	0	4/4	1	0							7
7	7	7	0	4/4	1	0							8
8	8	8	0	4/4	1	0							9
9	9	9	0	4/4	1	0							10
10	10	10	0	4/4	1	0							11
11	11	11	0	4/4	1	0							12
12	12	12	0	4/4	1	0							13
13	13	13	0	4/4	1	0							14
14	14	14	0	4/4	1	0							15
15	15	15	0	4/4	1	0							16
16	16	16	0	4/4	1	0							17
17	17	17	0	4/4	1	0							18
18	18	18	0	4/4	1	0							19
19	19	19	0	4/4	1	0							20
20	20	20	0	4/4	1	0							21
21	21	21	0	4/4	1	0							22
22	22	22	0	4/4	1	0							23
23	23	23	0	4/4	1	0							24
24	24	24	0	4/4	1	0							25
25	25	25	0	4/4	1	0							26
26	26	26	0	4/4	1	0							27
27	27	27	0	4/4	1	0							28
28	28	28	0	4/4	1	0						end	1, 29
1	1	29	0	4/4	1	0						firstMeasure	2
2	2	30	0	4/4	1	0							3
3	3	31	0	4/4	1	0							4
4	4	32	0	4/4	1	0							5
5	5	33	0	4/4	1	0							6
6	6	34	0	4/4	1	0							7
7	7	35	0	4/4	1	0							8
8	8	36	0	4/4	1	0							9
9	9	37	0	4/4	1	0							10
10	10	38	0	4/4	1	0							11
11	11	39	0	4/4	1	0							12
12	12	40	0	4/4	1	0							13
13	13	41	0	4/4	1	0							14
14	14	42	0	4/4	1	0							15
15	15	43	0	4/4	1	0							16
16	16	44	0	4/4	1	0							17
17	17	45	0	4/4	1	0							18
18	18	46	0	4/4	1	0							19
19	19	47	0	4/4	1	0							20
20	20	48	0	4/4	1	0							21
21	21	49	0	4/4	1	0							22
22	22	50	0	4/4	1	0							23
23	23	51	0	4/4	1	0							24
24	24	52	0	4/4	1	0							25
25	25	53	0	4/4	1	0							26
26	26	54	0	4/4	1	0							27
27	27	55	0	4/4	1	0							28
28	28	56	0	4/4	1	0						end	1, 29
29	29	57	0	4/4	1	0						start	30
30	30	58	0	4/4	1	0							31
31	31	59	0	4/4	1	0							32
32	32	60	0	4/4	1	0							33
33	33	61	0	4/4	1	0							34
34	34	62	0	4/4	1	0							35
35	35	63	0	4/4	1	0							36
36	36	64	0	4/4	1	0							37
37	37	65	0	4/4	1	0							38
38	38	66	0	4/4	1	0							39
39	39	67	0	4/4	1	0							40
40	40	68	0	4/4	1	0							41
41	41	69	0	4/4	1	0							42
42	42	70	0	4/4	1	0							43
43	43	71	0	4/4	1	0							44
44	44	72	0	4/4	1	0							45
45	45	73	0	4/4	1	0							46
46	46	74	0	4/4	1	0							47
47	47	75	0	4/4	1	0							48
48	48	76	0	4/4	1	0							49
49	49	77	0	4/4	1	0							50
50	50	78	0	4/4	1	0							51
51	51	79	0	4/4	1	0							52
52	52	80	0	4/4	1	0							53
53	53	81	0	4/4	1	0							54
54	54	82	0	4/4	1	0							55
55	55	83	0	4/4	1	0							56
56	56	84	0	4/4	1	0							57
57	57	85	0	4/4	1	0							58
58	58	86	0	4/4	1	0							59
59	59	87	0	4/4	1	0							60
60	60	88	0	4/4	1	0							61
61	61	89	0	4/4	1	0							62
62	62	90	0	4/4	1	0							63
63	63	91	0	4/4	1	0							64
64	64	92	0	4/4	1	0							65
65	65	93	0	4/4	1	0							66
66	66	94	0	4/4	1	0							67
67	67	95	0	4/4	1	0							68
68	68	96	0	4/4	1	0							69
69	69	97	0	4/4	1	0							70
70	70	98	0	4/4	1	0							71
71	71	99	0	4/4	1	0							72
72	72	100	0	4/4	1	0							73
73	73	101	0	4/4	1	0						end	29, -1
29	29	102	0	4/4	1	0						start	30
30	30	103	0	4/4	1	0							31
31	31	104	0	4/4	1	0							32
32	32	105	0	4/4	1	0							33
33	33	106	0	4/4	1	0							34
34	34	107	0	4/4	1	0							35
35	35	108	0	4/4	1	0							36
36	36	109	0	4/4	1	0							37
37	37	110	0	4/4	1	0							38
38	38	111	0	4/4	1	0							39
39	39	112	0	4/4	1	0							40
40	40	113	0	4/4	1	0							41
41	41	114	0	4/4	1	0							42
42	42	115	0	4/4	1	0							43
43	43	116	0	4/4	1	0							44
44	44	117	0	4/4	1	0							45
45	45	118	0	4/4	1	0							46
46	46	119	0	4/4	1	0							47
47	47	120	0	4/4	1	0							48
48	48	121	0	4/4	1	0							49
49	49	122	0	4/4	1	0							50
50	50	123	0	4/4	1	0							51
51	51	124	0	4/4	1	0							52
52	52	125	0	4/4	1	0							53
53	53	126	0	4/4	1	0							54
54	54	127	0	4/4	1	0							55
55	55	128	0	4/4	1	0							56
56	56	129	0	4/4	1	0							57
57	57	130	0	4/4	1	0							58
58	58	131	0	4/4	1	0							59
59	59	132	0	4/4	1	0							60
60	60	133	0	4/4	1	0							61
61	61	134	0	4/4	1	0							62
62	62	135	0	4/4	1	0							63
63	63	136	0	4/4	1	0							64
64	64	137	0	4/4	1	0							65
65	65	138	0	4/4	1	0							66
66	66	139	0	4/4	1	0							67
67	67	140	0	4/4	1	0							68
68	68	141	0	4/4	1	0							69
69	69	142	0	4/4	1	0							70
70	70	143	0	4/4	1	0							71
71	71	144	0	4/4	1	0							72
72	72	145	0	4/4	1	0							73
73	73	146	0	4/4	1	0						end	29, -1
