mc	mn	playthrough	keysig	timesig	act_dur	mc_offset	volta	numbering_offset	dont_count	barline	breaks	repeats	next
29	29	80	2	4/4	1	0							30
30	30	81	2	4/4	1	0					line		31
31	31	82	2	4/4	1	0							32
32	32	83	2	4/4	1	0					line		33
33	33	84	2	4/4	1	0							34
34	34	85	2	4/4	1	0							35
35	35	86	2	4/4	1	0					line		36
36	36	87	2	4/4	1	0							37
37	37	88	2	4/4	1	0							38
38	38	89	2	4/4	1	0					line		39
39	39	90	2	4/4	1	0							40
40	40	91	2	4/4	1	0							41
41	41	92	2	4/4	1	0					line		42
42	42	93	2	4/4	1	0							43
43	43	94	2	4/4	1	0							44
44	44	95	2	4/4	1	0					line		45
45	45	96	2	4/4	1	0							46
46	46	97	2	4/4	1	0							47
47	47	98	2	4/4	1	0							48
48	48	99	2	4/4	1	0					line		49
49	49	100	2	4/4	1	0							50
50	50	101	2	4/4	1	0							51
51	51	102	2	4/4	1	0					line	end	1, 52
52	52	103	2	4/4	1	0				start-repeat		start	53
53	53	104	2	4/4	1	0					line		54
54	54	105	2	4/4	1	0							55
55	55	106	2	4/4	1	0					line		56
56	56	107	2	4/4	1	0							57
57	57	108	2	4/4	1	0					line		58
58	58	109	2	4/4	1	0							59
59	59	110	2	4/4	1	0					line		60
60	60	111	2	4/4	1	0							61
61	61	112	2	4/4	1	0					line		62
62	62	113	2	4/4	1	0							63
63	63	114	2	4/4	1	0					line		64
64	64	115	2	4/4	1	0							65
65	65	116	2	4/4	1	0					line		66
66	66	117	2	4/4	1	0							67
67	67	118	2	4/4	1	0					line		68
68	68	119	2	4/4	1	0							69
69	69	120	2	4/4	1	0					line		70
70	70	121	2	4/4	1	0							71
71	71	122	2	4/4	1	0					line		72
72	72	123	2	4/4	1	0							73
73	73	124	2	4/4	1	0							74
74	74	125	2	4/4	1	0							75
75	75	126	2	4/4	1	0					line		76
76	76	127	2	4/4	1	0							77
77	77	128	2	4/4	1	0							78
78	78	129	2	4/4	1	0					line		79
79	79	130	2	4/4	1	0							80
80	80	131	2	4/4	1	0							81
81	81	132	2	4/4	1	0					line		82
82	82	133	2	4/4	1	0							83
83	83	134	2	4/4	1	0							84
84	84	135	2	4/4	1	0					line		85
85	85	136	2	4/4	1	0							86
86	86	137	2	4/4	1	0					line		87
87	87	138	2	4/4	1	0							88
88	88	139	2	4/4	1	0					line		89
89	89	140	2	4/4	1	0							90
90	90	141	2	4/4	1	0					line		91
91	91	142	2	4/4	1	0							92
92	92	143	2	4/4	1	0							93
93	93	144	2	4/4	1	0					line		94
94	94	145	2	4/4	1	0							95
95	95	146	2	4/4	1	0							96
96	96	147	2	4/4	1	0					line		97
97	97	148	2	4/4	1	0							98
98	98	149	2	4/4	1	0							99
99	99	150	2	4/4	1	0					line		100
100	100	151	2	4/4	1	0							101
101	101	152	2	4/4	1	0							102
102	102	153	2	4/4	1	0					line		103
103	103	154	2	4/4	1	0							104
104	104	155	2	4/4	1	0					line		105
105	105	156	2	4/4	1	0							106
106	106	157	2	4/4	1	0							107
107	107	158	2	4/4	1	0					line		108
108	108	159	2	4/4	1	0							109
109	109	160	2	4/4	1	0					line		110
110	110	161	2	4/4	1	0							111
111	111	162	2	4/4	1	0					line		112
112	112	163	2	4/4	1	0							113
113	113	164	2	4/4	1	0							114
114	114	165	2	4/4	1	0					line		115
115	115	166	2	4/4	1	0							116
116	116	167	2	4/4	1	0							117
117	117	168	2	4/4	1	0							118
118	118	169	2	4/4	1	0					line		119
119	119	170	2	4/4	1	0							120
120	120	171	2	4/4	1	0							121
121	121	172	2	4/4	1	0					line		122
122	122	173	2	4/4	1	0							123
123	123	174	2	4/4	1	0							124
124	124	175	2	4/4	1	0					line		125
125	125	176	2	4/4	1	0							126
126	126	177	2	4/4	1	0							127
127	127	178	2	4/4	1	0					line	end	52, -1
52	52	179	2	4/4	1	0				start-repeat		start	53
53	53	180	2	4/4	1	0					line		54
54	54	181	2	4/4	1	0							55
55	55	182	2	4/4	1	0					line		56
56	56	183	2	4/4	1	0							57
57	57	184	2	4/4	1	0					line		58
58	58	185	2	4/4	1	0							59
59	59	186	2	4/4	1	0					line		60
60	60	187	2	4/4	1	0							61
61	61	188	2	4/4	1	0					line		62
62	62	189	2	4/4	1	0							63
63	63	190	2	4/4	1	0					line		64
64	64	191	2	4/4	1	0							65
65	65	192	2	4/4	1	0					line		66
66	66	193	2	4/4	1	0							67
67	67	194	2	4/4	1	0					line		68
68	68	195	2	4/4	1	0							69
69	69	196	2	4/4	1	0					line		70
70	70	197	2	4/4	1	0							71
71	71	198	2	4/4	1	0					line		72
72	72	199	2	4/4	1	0							73
73	73	200	2	4/4	1	0							74
74	74	201	2	4/4	1	0							75
75	75	202	2	4/4	1	0					line		76
76	76	203	2	4/4	1	0							77
77	77	204	2	4/4	1	0							78
78	78	205	2	4/4	1	0					line		79
79	79	206	2	4/4	1	0							80
80	80	207	2	4/4	1	0							81
81	81	208	2	4/4	1	0					line		82
82	82	209	2	4/4	1	0							83
83	83	210	2	4/4	1	0							84
84	84	211	2	4/4	1	0					line		85
85	85	212	2	4/4	1	0							86
86	86	213	2	4/4	1	0					line		87
87	87	214	2	4/4	1	0							88
88	88	215	2	4/4	1	0					line		89
89	89	216	2	4/4	1	0							90
90	90	217	2	4/4	1	0					line		91
91	91	218	2	4/4	1	0							92
92	92	219	2	4/4	1	0							93
93	93	220	2	4/4	1	0					line		94
94	94	221	2	4/4	1	0							95
95	95	222	2	4/4	1	0							96
96	96	223	2	4/4	1	0					line		97
97	97	224	2	4/4	1	0							98
98	98	225	2	4/4	1	0							99
99	99	226	2	4/4	1	0					line		100
100	100	227	2	4/4	1	0							101
101	101	228	2	4/4	1	0							102
102	102	229	2	4/4	1	0					line		103
103	103	230	2	4/4	1	0							104
104	104	231	2	4/4	1	0					line		105
105	105	232	2	4/4	1	0							106
106	106	233	2	4/4	1	0							107
107	107	234	2	4/4	1	0					line		108
108	108	235	2	4/4	1	0							109
109	109	236	2	4/4	1	0					line		110
110	110	237	2	4/4	1	0							111
111	111	238	2	4/4	1	0					line		112
112	112	239	2	4/4	1	0							113
113	113	240	2	4/4	1	0							114
114	114	241	2	4/4	1	0					line		115
115	115	242	2	4/4	1	0							116
116	116	243	2	4/4	1	0							117
117	117	244	2	4/4	1	0							118
118	118	245	2	4/4	1	0					line		119
119	119	246	2	4/4	1	0							120
120	120	247	2	4/4	1	0							121
121	121	248	2	4/4	1	0					line		122
122	122	249	2	4/4	1	0							123
123	123	250	2	4/4	1	0							124
124	124	251	2	4/4	1	0					line		125
125	125	252	2	4/4	1	0							126
126	126	253	2	4/4	1	0							127
127	127	254	2	4/4	1	0					line	end	52, -1
